Transaction ID,Date,Amount,Category,Payment Method,Location,Merchant,Description,Transaction Type,Day of Week
274,2022-07-21,32.25,Healthcare,Bank Transfer,Restaurant,Shell,Gas refill,Fixed,Thursday
275,2024-06-08,69.47,Groceries,Cash,Fuel Station,Amazon,Gas refill,Variable,Saturday
276,2023-07-05,14.96,Healthcare,Cash,Supermarket,Shell,Doctor's visit,Fixed,Wednesday
277,2024-06-22,69.6,Healthcare,Bank Transfer,Restaurant,Starbucks,Monthly subscription,Fixed,Saturday
278,2024-10-13,67.46,Transport,Credit Card,Supermarket,Netflix,Doctor's visit,Variable,Sunday
279,2023-06-19,189.63,Healthcare,Credit Card,Mall,Amazon,Monthly subscription,Fixed,Monday
280,2023-05-20,169.81,Healthcare,Bank Transfer,Online,Starbucks,Monthly subscription,Fixed,Saturday
281,2023-04-14,79.64,Transport,Bank Transfer,Supermarket,Starbucks,Dinner with friends,Variable,Friday
282,2023-02-05,9.83,Healthcare,Cash,Online,Shell,Gift shopping,Fixed,Sunday
283,2024-06-01,167.05,Transport,Credit Card,Online,Starbucks,Movie night,Variable,Saturday
284,2023-10-26,133.8,Eating Out,Credit Card,Fuel Station,Amazon,Dinner with friends,Variable,Thursday
285,2022-10-08,34.71,Groceries,Debit Card,Restaurant,CVS,Dinner with friends,Variable,Saturday
286,2024-10-25,199.23,Transport,Credit Card,Pharmacy,Starbucks,Doctor's visit,Variable,Friday
287,2023-09-05,24.55,Eating Out,Cash,Restaurant,Starbucks,Gift shopping,Variable,Tuesday
288,2024-10-01,174.09,Transport,Bank Transfer,Fuel Station,Shell,Bus fare,Variable,Tuesday
289,2022-11-02,62.38,Transport,Cash,Restaurant,Amazon,Gift shopping,Variable,Wednesday
290,2022-12-10,89.89,Entertainment,Cash,Pharmacy,CVS,Bus fare,Variable,Saturday
291,2022-06-03,160.11,Transport,Debit Card,Fuel Station,Walmart,Gift shopping,Variable,Friday
292,2022-12-24,137.11,Transport,Bank Transfer,Pharmacy,Netflix,Dinner with friends,Variable,Saturday
293,2023-11-29,187.88,Transport,Credit Card,Restaurant,Walmart,Gift shopping,Variable,Wednesday
294,2023-02-12,126.12,Transport,Bank Transfer,Online,Walmart,Dinner with friends,Variable,Sunday
295,2024-07-18,24.07,Transport,Debit Card,Mall,Amazon,Gift shopping,Variable,Thursday
296,2023-09-24,177.45,Bills,Cash,Pharmacy,Amazon,Bus fare,Fixed,Sunday
297,2024-08-05,154.99,Bills,Cash,Mall,Starbucks,Dinner with friends,Fixed,Monday
298,2024-05-04,143.81,Eating Out,Cash,Online,Netflix,Gift shopping,Variable,Saturday
299,2023-05-18,15.48,Healthcare,Cash,Pharmacy,Shell,Monthly subscription,Fixed,Thursday
300,2022-01-08,82.26,Eating Out,Debit Card,Supermarket,Amazon,Weekly groceries,Variable,Saturday
301,2023-09-10,37.65,Eating Out,Bank Transfer,Supermarket,Amazon,Movie night,Variable,Sunday
302,2024-10-06,165.27,Bills,Cash,Restaurant,Starbucks,Gas refill,Fixed,Sunday
303,2022-05-18,141.6,Healthcare,Debit Card,Mall,Netflix,Gift shopping,Fixed,Wednesday
304,2023-11-26,177.2,Eating Out,Credit Card,Supermarket,CVS,Monthly subscription,Variable,Sunday
305,2024-05-01,193.48,Entertainment,Credit Card,Restaurant,Shell,Bus fare,Variable,Wednesday
306,2024-07-21,156.08,Groceries,Bank Transfer,Restaurant,Netflix,Dinner with friends,Variable,Sunday
307,2024-10-05,198.88,Entertainment,Bank Transfer,Restaurant,Netflix,Weekly groceries,Variable,Saturday
308,2022-05-07,124.88,Groceries,Credit Card,Fuel Station,Starbucks,Dinner with friends,Variable,Saturday
309,2023-08-01,12.24,Healthcare,Bank Transfer,Online,CVS,Gift shopping,Fixed,Tuesday
310,2024-03-15,7.78,Groceries,Debit Card,Mall,Walmart,Gas refill,Variable,Friday
311,2024-09-03,71.71,Transport,Credit Card,Pharmacy,Amazon,Gas refill,Variable,Tuesday
312,2022-04-23,165.58,Eating Out,Credit Card,Restaurant,Walmart,Gift shopping,Variable,Saturday
313,2023-10-13,173.9,Groceries,Cash,Pharmacy,Walmart,Monthly subscription,Variable,Friday
314,2022-08-26,192.36,Transport,Cash,Supermarket,Walmart,Gas refill,Variable,Friday
315,2024-09-17,17.7,Entertainment,Bank Transfer,Online,Starbucks,Gas refill,Variable,Tuesday
316,2022-03-05,13.69,Transport,Debit Card,Fuel Station,Shell,Gift shopping,Variable,Saturday
317,2023-03-31,183.09,Groceries,Debit Card,Pharmacy,CVS,Gas refill,Variable,Friday
318,2023-08-27,64.48,Transport,Credit Card,Restaurant,Netflix,Gas refill,Variable,Sunday
319,2023-09-16,113.81,Transport,Cash,Online,Walmart,Dinner with friends,Variable,Saturday
320,2022-12-06,196.58,Entertainment,Cash,Restaurant,Shell,Gas refill,Variable,Tuesday
321,2022-08-15,83.09,Entertainment,Credit Card,Online,Starbucks,Monthly subscription,Variable,Monday
322,2024-06-27,134.84,Healthcare,Credit Card,Pharmacy,Shell,Gift shopping,Fixed,Thursday
323,2023-01-05,83.17,Groceries,Credit Card,Pharmacy,CVS,Weekly groceries,Variable,Thursday
324,2024-03-18,154.8,Healthcare,Bank Transfer,Supermarket,Starbucks,Doctor's visit,Fixed,Monday
325,2023-11-30,107.9,Healthcare,Debit Card,Fuel Station,Netflix,Doctor's visit,Fixed,Thursday
326,2022-10-20,51.32,Transport,Debit Card,Mall,Amazon,Weekly groceries,Variable,Thursday
327,2022-12-22,57.9,Bills,Bank Transfer,Fuel Station,Amazon,Movie night,Fixed,Thursday
328,2024-04-17,55.32,Transport,Cash,Restaurant,Netflix,Dinner with friends,Variable,Wednesday
329,2022-05-15,108.8,Groceries,Cash,Restaurant,CVS,Gas refill,Variable,Sunday
330,2022-01-04,142.12,Bills,Cash,Supermarket,Starbucks,Movie night,Fixed,Tuesday
331,2024-06-08,190.11,Healthcare,Bank Transfer,Fuel Station,Amazon,Gift shopping,Fixed,Saturday
332,2023-11-12,140.35,Transport,Bank Transfer,Online,CVS,Doctor's visit,Variable,Sunday
333,2023-03-21,157.33,Entertainment,Debit Card,Fuel Station,CVS,Movie night,Variable,Tuesday
334,2024-04-16,37.94,Groceries,Cash,Online,Walmart,Monthly subscription,Variable,Tuesday
335,2022-01-27,77.94,Transport,Cash,Pharmacy,CVS,Gift shopping,Variable,Thursday
336,2024-01-07,85.69,Entertainment,Cash,Pharmacy,Starbucks,Gift shopping,Variable,Sunday
337,2022-09-06,138.84,Groceries,Bank Transfer,Restaurant,Amazon,Doctor's visit,Variable,Tuesday
338,2023-01-01,62.7,Bills,Debit Card,Mall,Amazon,Monthly subscription,Fixed,Sunday
339,2022-07-17,64.14,Bills,Debit Card,Restaurant,Walmart,Gas refill,Fixed,Sunday
340,2024-07-18,74.4,Groceries,Credit Card,Fuel Station,Netflix,Movie night,Variable,Thursday
341,2023-09-30,163.01,Healthcare,Cash,Online,Amazon,Weekly groceries,Fixed,Saturday
342,2023-08-30,117.63,Entertainment,Debit Card,Mall,CVS,Doctor's visit,Variable,Wednesday
343,2022-03-14,19.68,Bills,Cash,Mall,Walmart,Weekly groceries,Fixed,Monday
344,2022-09-04,20.26,Healthcare,Debit Card,Supermarket,Shell,Bus fare,Fixed,Sunday
345,2024-05-02,77.4,Groceries,Credit Card,Pharmacy,Netflix,Movie night,Variable,Thursday
346,2022-08-02,154.49,Transport,Debit Card,Mall,Starbucks,Gift shopping,Variable,Tuesday
347,2022-04-13,139.29,Groceries,Bank Transfer,Fuel Station,Netflix,Weekly groceries,Variable,Wednesday
348,2022-11-24,143.06,Groceries,Debit Card,Restaurant,Amazon,Gas refill,Variable,Thursday
349,2023-08-19,154.61,Groceries,Bank Transfer,Online,Amazon,Doctor's visit,Variable,Saturday
350,2022-09-14,60.99,Entertainment,Cash,Pharmacy,Walmart,Gas refill,Variable,Wednesday
351,2024-07-15,111.91,Eating Out,Bank Transfer,Fuel Station,Amazon,Monthly subscription,Variable,Monday
352,2022-01-01,110.95,Healthcare,Cash,Restaurant,Netflix,Weekly groceries,Fixed,Saturday
353,2023-11-23,149.23,Transport,Cash,Online,CVS,Doctor's visit,Variable,Thursday
354,2023-05-15,191.59,Entertainment,Debit Card,Restaurant,Walmart,Dinner with friends,Variable,Monday
355,2024-01-09,59.21,Groceries,Cash,Restaurant,Shell,Monthly subscription,Variable,Tuesday
356,2023-09-28,159.69,Transport,Cash,Pharmacy,Shell,Dinner with friends,Variable,Thursday
357,2022-12-10,133.69,Entertainment,Bank Transfer,Online,CVS,Movie night,Variable,Saturday
358,2024-05-01,118.15,Bills,Credit Card,Restaurant,CVS,Dinner with friends,Fixed,Wednesday
359,2022-10-10,156.1,Transport,Bank Transfer,Mall,Shell,Gas refill,Variable,Monday
360,2023-12-20,189.09,Healthcare,Bank Transfer,Fuel Station,Walmart,Bus fare,Fixed,Wednesday
361,2022-02-02,12.15,Eating Out,Cash,Fuel Station,Netflix,Weekly groceries,Variable,Wednesday
362,2023-03-31,33.74,Eating Out,Cash,Pharmacy,Walmart,Dinner with friends,Variable,Friday
363,2023-03-05,152.48,Transport,Bank Transfer,Supermarket,CVS,Monthly subscription,Variable,Sunday
364,2024-04-07,21.34,Transport,Debit Card,Mall,Starbucks,Dinner with friends,Variable,Sunday
365,2023-11-22,105.64,Healthcare,Credit Card,Online,Walmart,Movie night,Fixed,Wednesday
366,2022-06-23,47.87,Groceries,Cash,Fuel Station,Amazon,Gas refill,Variable,Thursday
367,2022-04-04,58.49,Groceries,Cash,Mall,Shell,Gift shopping,Variable,Monday
368,2023-02-24,141.86,Healthcare,Bank Transfer,Restaurant,Walmart,Gift shopping,Fixed,Friday
369,2023-02-09,10.89,Groceries,Debit Card,Supermarket,Starbucks,Bus fare,Variable,Thursday
370,2024-07-30,175.3,Transport,Cash,Pharmacy,Amazon,Doctor's visit,Variable,Tuesday
371,2024-09-02,91.67,Eating Out,Cash,Fuel Station,Netflix,Gas refill,Variable,Monday
372,2023-01-11,102.97,Bills,Bank Transfer,Supermarket,Walmart,Monthly subscription,Fixed,Wednesday
373,2023-12-04,110.31,Eating Out,Cash,Fuel Station,Shell,Gift shopping,Variable,Monday
374,2023-05-13,130.88,Groceries,Credit Card,Mall,Amazon,Monthly subscription,Variable,Saturday
375,2024-01-09,72.25,Entertainment,Credit Card,Supermarket,Walmart,Doctor's visit,Variable,Tuesday
376,2023-02-24,24.72,Eating Out,Credit Card,Online,Amazon,Movie night,Variable,Friday
377,2023-08-09,67.08,Groceries,Bank Transfer,Fuel Station,Amazon,Bus fare,Variable,Wednesday
378,2023-04-06,37.79,Healthcare,Bank Transfer,Restaurant,Amazon,Bus fare,Fixed,Thursday
379,2023-12-21,113.45,Transport,Cash,Restaurant,Starbucks,Weekly groceries,Variable,Thursday
380,2024-09-25,67.02,Healthcare,Debit Card,Online,Walmart,Gas refill,Fixed,Wednesday
381,2024-03-26,191.82,Bills,Debit Card,Restaurant,CVS,Monthly subscription,Fixed,Tuesday
382,2022-04-15,193.32,Entertainment,Cash,Pharmacy,Amazon,Weekly groceries,Variable,Friday
383,2023-10-03,125.92,Eating Out,Debit Card,Restaurant,Walmart,Gas refill,Variable,Tuesday
384,2022-11-24,125.41,Groceries,Bank Transfer,Restaurant,Amazon,Dinner with friends,Variable,Thursday
385,2023-08-30,197.15,Eating Out,Debit Card,Fuel Station,Shell,Weekly groceries,Variable,Wednesday
386,2022-06-19,178.02,Bills,Debit Card,Mall,Walmart,Weekly groceries,Fixed,Sunday
387,2022-06-16,154.19,Entertainment,Credit Card,Supermarket,Walmart,Gas refill,Variable,Thursday
388,2024-07-28,66.15,Eating Out,Debit Card,Restaurant,Shell,Gas refill,Variable,Sunday
389,2023-08-18,76.28,Bills,Bank Transfer,Mall,Walmart,Doctor's visit,Fixed,Friday
390,2024-04-13,44.25,Entertainment,Credit Card,Online,Amazon,Weekly groceries,Variable,Saturday
391,2024-04-14,99.99,Eating Out,Cash,Fuel Station,Starbucks,Gas refill,Variable,Sunday
392,2024-05-10,198.12,Groceries,Cash,Pharmacy,Walmart,Gift shopping,Variable,Friday
393,2022-12-01,182.87,Bills,Debit Card,Online,Shell,Dinner with friends,Fixed,Thursday
394,2024-01-12,28.08,Groceries,Bank Transfer,Pharmacy,Starbucks,Movie night,Variable,Friday
395,2022-04-11,9.91,Bills,Credit Card,Mall,Walmart,Movie night,Fixed,Monday
396,2023-02-20,180.23,Groceries,Credit Card,Online,CVS,Weekly groceries,Variable,Monday
397,2022-08-10,109.75,Healthcare,Cash,Mall,Amazon,Bus fare,Fixed,Wednesday
398,2022-06-24,44.04,Groceries,Bank Transfer,Pharmacy,CVS,Weekly groceries,Variable,Friday
399,2023-08-29,136.36,Healthcare,Credit Card,Restaurant,Netflix,Gift shopping,Fixed,Tuesday
400,2024-02-20,130.62,Eating Out,Cash,Mall,CVS,Gas refill,Variable,Tuesday
401,2024-04-28,28.81,Eating Out,Debit Card,Supermarket,Netflix,Gift shopping,Variable,Sunday
402,2024-10-08,55.62,Groceries,Credit Card,Restaurant,Starbucks,Gas refill,Variable,Tuesday
403,2022-05-06,16.72,Bills,Cash,Restaurant,Shell,Doctor's visit,Fixed,Friday
404,2023-09-17,45.92,Eating Out,Bank Transfer,Supermarket,Walmart,Doctor's visit,Variable,Sunday
405,2024-01-01,30.8,Eating Out,Bank Transfer,Online,Netflix,Doctor's visit,Variable,Monday
406,2023-11-28,42.68,Groceries,Credit Card,Supermarket,CVS,Weekly groceries,Variable,Tuesday
407,2022-11-18,138.67,Bills,Cash,Fuel Station,Netflix,Dinner with friends,Fixed,Friday
408,2023-03-25,14.65,Groceries,Debit Card,Restaurant,Walmart,Gift shopping,Variable,Saturday
409,2023-12-11,24.86,Transport,Credit Card,Online,Walmart,Movie night,Variable,Monday
410,2022-01-04,31.16,Groceries,Credit Card,Online,Shell,Monthly subscription,Variable,Tuesday
411,2023-12-02,66.73,Bills,Credit Card,Pharmacy,Walmart,Doctor's visit,Fixed,Saturday
412,2024-05-06,63.26,Eating Out,Credit Card,Supermarket,Netflix,Weekly groceries,Variable,Monday
413,2024-06-21,54.74,Eating Out,Cash,Restaurant,Walmart,Monthly subscription,Variable,Friday
414,2023-09-20,151.35,Entertainment,Debit Card,Mall,Amazon,Gas refill,Variable,Wednesday
415,2024-06-21,199.61,Groceries,Debit Card,Pharmacy,Netflix,Gas refill,Variable,Friday
416,2024-04-14,109.13,Eating Out,Cash,Fuel Station,Starbucks,Bus fare,Variable,Sunday
417,2023-08-28,189.12,Transport,Debit Card,Fuel Station,Shell,Bus fare,Variable,Monday
418,2024-05-19,82.34,Eating Out,Credit Card,Mall,Netflix,Doctor's visit,Variable,Sunday
419,2022-04-11,25.8,Healthcare,Debit Card,Online,Walmart,Doctor's visit,Fixed,Monday
420,2023-11-26,84.71,Healthcare,Bank Transfer,Restaurant,Shell,Movie night,Fixed,Sunday
421,2024-04-25,62.74,Transport,Credit Card,Fuel Station,Shell,Bus fare,Variable,Thursday
422,2023-11-03,101.21,Eating Out,Bank Transfer,Fuel Station,CVS,Doctor's visit,Variable,Friday
423,2022-08-26,133.12,Eating Out,Bank Transfer,Restaurant,Starbucks,Movie night,Variable,Friday
424,2022-09-08,94.9,Bills,Credit Card,Supermarket,CVS,Gas refill,Fixed,Thursday
425,2023-01-28,187.36,Eating Out,Credit Card,Restaurant,Amazon,Bus fare,Variable,Saturday
426,2024-02-06,177.53,Transport,Credit Card,Restaurant,Amazon,Weekly groceries,Variable,Tuesday
427,2022-01-22,141.89,Bills,Bank Transfer,Supermarket,Walmart,Gift shopping,Fixed,Saturday
428,2023-03-06,100.49,Eating Out,Cash,Supermarket,Amazon,Gift shopping,Variable,Monday
429,2023-02-05,30.68,Bills,Debit Card,Restaurant,Shell,Monthly subscription,Fixed,Sunday
430,2024-10-03,82.42,Healthcare,Credit Card,Restaurant,CVS,Weekly groceries,Fixed,Thursday
431,2023-02-01,142.36,Healthcare,Bank Transfer,Pharmacy,Walmart,Gift shopping,Fixed,Wednesday
432,2023-08-10,60.55,Eating Out,Credit Card,Mall,Amazon,Bus fare,Variable,Thursday
433,2024-10-16,25.28,Entertainment,Bank Transfer,Pharmacy,Walmart,Weekly groceries,Variable,Wednesday
434,2024-08-08,182.04,Healthcare,Cash,Pharmacy,Shell,Bus fare,Fixed,Thursday
435,2024-04-10,143.26,Bills,Debit Card,Online,CVS,Movie night,Fixed,Wednesday
436,2022-07-19,124.98,Transport,Cash,Restaurant,Shell,Gift shopping,Variable,Tuesday
437,2023-12-01,159.54,Entertainment,Credit Card,Pharmacy,Netflix,Weekly groceries,Variable,Friday
438,2023-03-28,167.95,Eating Out,Bank Transfer,Restaurant,Amazon,Monthly subscription,Variable,Tuesday
439,2022-05-19,99.27,Eating Out,Credit Card,Pharmacy,Amazon,Bus fare,Variable,Thursday
440,2024-01-25,176.83,Entertainment,Debit Card,Online,Starbucks,Doctor's visit,Variable,Thursday
441,2023-01-23,183.7,Groceries,Cash,Restaurant,Amazon,Doctor's visit,Variable,Monday
442,2023-12-20,57.95,Entertainment,Debit Card,Mall,Walmart,Doctor's visit,Variable,Wednesday
443,2023-12-11,123.47,Transport,Credit Card,Online,Walmart,Gift shopping,Variable,Monday
444,2023-03-24,107.68,Eating Out,Cash,Supermarket,CVS,Movie night,Variable,Friday
445,2022-12-17,109.9,Bills,Bank Transfer,Mall,Shell,Bus fare,Fixed,Saturday
446,2023-10-27,187.84,Healthcare,Credit Card,Fuel Station,Walmart,Doctor's visit,Fixed,Friday
447,2022-11-22,64.51,Groceries,Bank Transfer,Fuel Station,Starbucks,Dinner with friends,Variable,Tuesday
448,2023-03-01,196.77,Bills,Debit Card,Pharmacy,Shell,Monthly subscription,Fixed,Wednesday
449,2022-06-14,180.92,Entertainment,Credit Card,Restaurant,Shell,Gas refill,Variable,Tuesday
450,2023-10-27,94.45,Eating Out,Bank Transfer,Restaurant,Shell,Gas refill,Variable,Friday
451,2023-11-05,164.4,Transport,Cash,Mall,CVS,Movie night,Variable,Sunday
452,2023-04-08,154.96,Entertainment,Bank Transfer,Supermarket,Amazon,Movie night,Variable,Saturday
453,2024-01-24,137.19,Entertainment,Bank Transfer,Restaurant,Walmart,Gift shopping,Variable,Wednesday
454,2024-01-18,67.37,Bills,Bank Transfer,Fuel Station,Amazon,Dinner with friends,Fixed,Thursday
455,2022-02-16,43.31,Bills,Credit Card,Supermarket,Netflix,Gift shopping,Fixed,Wednesday
456,2024-10-09,135.95,Eating Out,Debit Card,Supermarket,Shell,Bus fare,Variable,Wednesday
457,2023-10-02,169.38,Bills,Bank Transfer,Online,Netflix,Bus fare,Fixed,Monday
458,2024-07-18,8.17,Groceries,Credit Card,Mall,Amazon,Monthly subscription,Variable,Thursday
459,2022-12-04,130.35,Eating Out,Credit Card,Mall,Walmart,Gas refill,Variable,Sunday
460,2024-06-05,91.36,Transport,Debit Card,Mall,Shell,Weekly groceries,Variable,Wednesday
461,2022-10-16,180.13,Groceries,Debit Card,Fuel Station,Netflix,Movie night,Variable,Sunday
462,2022-04-26,67.69,Entertainment,Bank Transfer,Pharmacy,CVS,Monthly subscription,Variable,Tuesday
463,2023-09-29,97.47,Healthcare,Bank Transfer,Mall,Netflix,Dinner with friends,Fixed,Friday
464,2023-02-14,105.38,Bills,Credit Card,Restaurant,Shell,Dinner with friends,Fixed,Tuesday
465,2023-05-14,32.39,Transport,Debit Card,Restaurant,Starbucks,Dinner with friends,Variable,Sunday
466,2023-09-15,144.01,Eating Out,Cash,Mall,Shell,Gas refill,Variable,Friday
467,2023-08-09,166.94,Bills,Credit Card,Restaurant,CVS,Dinner with friends,Fixed,Wednesday
468,2022-05-27,16.29,Groceries,Bank Transfer,Online,CVS,Weekly groceries,Variable,Friday
469,2024-02-12,61.82,Entertainment,Debit Card,Pharmacy,Netflix,Bus fare,Variable,Monday
470,2023-10-06,12.42,Entertainment,Credit Card,Fuel Station,Amazon,Bus fare,Variable,Friday
471,2022-10-21,191.53,Bills,Cash,Pharmacy,Amazon,Monthly subscription,Fixed,Friday
472,2022-04-27,135.1,Eating Out,Cash,Supermarket,Netflix,Bus fare,Variable,Wednesday
473,2022-04-20,193.02,Eating Out,Debit Card,Supermarket,Amazon,Bus fare,Variable,Wednesday
474,2022-06-29,108.64,Bills,Credit Card,Fuel Station,Amazon,Bus fare,Fixed,Wednesday
475,2023-07-16,161.4,Healthcare,Cash,Pharmacy,Starbucks,Weekly groceries,Fixed,Sunday
476,2023-05-31,78.01,Bills,Cash,Mall,Netflix,Weekly groceries,Fixed,Wednesday
477,2022-03-16,73.99,Bills,Credit Card,Mall,Walmart,Bus fare,Fixed,Wednesday
478,2023-05-06,78.76,Healthcare,Bank Transfer,Online,Starbucks,Dinner with friends,Fixed,Saturday
479,2022-01-29,133.28,Transport,Cash,Fuel Station,Netflix,Bus fare,Variable,Saturday
480,2024-05-05,75.09,Bills,Cash,Fuel Station,Amazon,Gas refill,Fixed,Sunday
481,2022-11-01,180.57,Transport,Cash,Pharmacy,Amazon,Monthly subscription,Variable,Tuesday
482,2024-02-17,196.74,Groceries,Cash,Fuel Station,Walmart,Gas refill,Variable,Saturday
483,2024-05-26,10.93,Bills,Cash,Restaurant,Amazon,Doctor's visit,Fixed,Sunday
484,2024-05-07,42.76,Bills,Debit Card,Restaurant,Walmart,Monthly subscription,Fixed,Tuesday
485,2024-06-04,26.89,Eating Out,Bank Transfer,Supermarket,Amazon,Doctor's visit,Variable,Tuesday
486,2023-09-05,13.26,Bills,Cash,Fuel Station,Shell,Weekly groceries,Fixed,Tuesday
487,2022-04-01,49.41,Healthcare,Cash,Pharmacy,Shell,Weekly groceries,Fixed,Friday
488,2023-09-10,92.12,Transport,Credit Card,Supermarket,Amazon,Bus fare,Variable,Sunday
489,2022-01-13,168.21,Healthcare,Credit Card,Online,Walmart,Doctor's visit,Fixed,Thursday
490,2022-08-14,48.26,Transport,Debit Card,Fuel Station,Walmart,Weekly groceries,Variable,Sunday
491,2023-02-26,101.32,Bills,Debit Card,Supermarket,Starbucks,Weekly groceries,Fixed,Sunday
492,2022-06-17,186.28,Transport,Bank Transfer,Online,Shell,Bus fare,Variable,Friday
493,2024-07-17,135.11,Bills,Bank Transfer,Pharmacy,CVS,Gift shopping,Fixed,Wednesday
494,2024-07-11,160.63,Healthcare,Cash,Online,CVS,Weekly groceries,Fixed,Thursday
495,2022-04-10,112.44,Groceries,Credit Card,Supermarket,Starbucks,Doctor's visit,Variable,Sunday
496,2022-11-03,196.19,Transport,Bank Transfer,Fuel Station,Walmart,Monthly subscription,Variable,Thursday
497,2022-12-11,119.79,Transport,Cash,Pharmacy,Amazon,Weekly groceries,Variable,Sunday
498,2024-01-05,13.87,Transport,Credit Card,Supermarket,Shell,Dinner with friends,Variable,Friday
499,2024-07-09,43.61,Transport,Debit Card,Restaurant,Netflix,Gift shopping,Variable,Tuesday
500,2022-10-12,83.93,Bills,Cash,Fuel Station,Amazon,Movie night,Fixed,Wednesday
501,2022-06-22,122.25,Bills,Cash,Mall,Walmart,Gas refill,Fixed,Wednesday
502,2022-10-29,155.53,Groceries,Debit Card,Online,CVS,Weekly groceries,Variable,Saturday
503,2024-04-02,85.55,Bills,Credit Card,Online,Shell,Movie night,Fixed,Tuesday
504,2022-01-01,143.46,Healthcare,Debit Card,Fuel Station,CVS,Movie night,Fixed,Saturday
505,2022-05-19,159.02,Transport,Cash,Mall,Walmart,Gift shopping,Variable,Thursday
506,2023-12-09,66.87,Groceries,Bank Transfer,Fuel Station,CVS,Gas refill,Variable,Saturday
507,2023-03-18,195.96,Entertainment,Credit Card,Online,CVS,Monthly subscription,Variable,Saturday
508,2024-07-04,131.68,Healthcare,Cash,Online,Walmart,Bus fare,Fixed,Thursday
509,2022-02-20,176.79,Eating Out,Debit Card,Fuel Station,Netflix,Gas refill,Variable,Sunday
510,2022-08-31,113.41,Groceries,Credit Card,Restaurant,Walmart,Bus fare,Variable,Wednesday
511,2024-05-20,149.61,Eating Out,Cash,Fuel Station,CVS,Gift shopping,Variable,Monday
512,2022-01-21,155.26,Transport,Credit Card,Pharmacy,Walmart,Monthly subscription,Variable,Friday
513,2023-11-15,182.11,Entertainment,Bank Transfer,Fuel Station,Walmart,Bus fare,Variable,Wednesday
514,2023-09-23,34.32,Eating Out,Bank Transfer,Online,Netflix,Movie night,Variable,Saturday
515,2022-05-09,113.87,Healthcare,Bank Transfer,Restaurant,Starbucks,Weekly groceries,Fixed,Monday
516,2023-01-01,88.53,Groceries,Credit Card,Fuel Station,Walmart,Doctor's visit,Variable,Sunday
517,2022-04-16,185.02,Bills,Bank Transfer,Online,Walmart,Weekly groceries,Fixed,Saturday
518,2022-08-14,25.49,Healthcare,Credit Card,Fuel Station,Amazon,Doctor's visit,Fixed,Sunday
519,2023-06-30,196.6,Eating Out,Credit Card,Pharmacy,Shell,Dinner with friends,Variable,Friday
520,2022-06-01,175.71,Bills,Debit Card,Restaurant,Shell,Monthly subscription,Fixed,Wednesday
521,2022-09-24,19.4,Eating Out,Cash,Online,Shell,Monthly subscription,Variable,Saturday
522,2024-10-27,100.74,Transport,Bank Transfer,Restaurant,CVS,Weekly groceries,Variable,Sunday
523,2023-09-07,144.92,Bills,Cash,Fuel Station,Shell,Bus fare,Fixed,Thursday
524,2022-11-28,148.94,Entertainment,Cash,Fuel Station,Shell,Monthly subscription,Variable,Monday
525,2023-01-06,181.77,Healthcare,Debit Card,Mall,Amazon,Doctor's visit,Fixed,Friday
526,2023-11-22,160.97,Groceries,Bank Transfer,Online,Netflix,Bus fare,Variable,Wednesday
527,2023-11-01,65.63,Entertainment,Cash,Supermarket,Shell,Doctor's visit,Variable,Wednesday
528,2023-09-20,102.19,Eating Out,Credit Card,Pharmacy,Amazon,Monthly subscription,Variable,Wednesday
529,2024-08-26,141.85,Eating Out,Cash,Fuel Station,Amazon,Doctor's visit,Variable,Monday
530,2023-01-25,32.0,Entertainment,Credit Card,Online,Walmart,Gift shopping,Variable,Wednesday
531,2023-09-21,42.83,Eating Out,Credit Card,Fuel Station,Shell,Dinner with friends,Variable,Thursday
532,2022-07-01,98.8,Transport,Credit Card,Online,CVS,Doctor's visit,Variable,Friday
533,2022-08-24,63.16,Groceries,Debit Card,Supermarket,Amazon,Weekly groceries,Variable,Wednesday
534,2022-07-13,173.2,Healthcare,Bank Transfer,Restaurant,Amazon,Dinner with friends,Fixed,Wednesday
535,2023-08-15,119.32,Transport,Cash,Pharmacy,Amazon,Gift shopping,Variable,Tuesday
536,2022-11-29,72.99,Bills,Debit Card,Supermarket,Amazon,Weekly groceries,Fixed,Tuesday
537,2023-07-14,170.52,Groceries,Bank Transfer,Pharmacy,Starbucks,Doctor's visit,Variable,Friday
538,2023-08-12,161.95,Groceries,Credit Card,Online,Amazon,Bus fare,Variable,Saturday
539,2022-05-01,199.68,Eating Out,Bank Transfer,Pharmacy,Netflix,Weekly groceries,Variable,Sunday
540,2022-12-12,170.22,Healthcare,Cash,Restaurant,Netflix,Bus fare,Fixed,Monday
541,2023-06-10,85.82,Bills,Debit Card,Mall,CVS,Dinner with friends,Fixed,Saturday
542,2022-08-11,29.86,Healthcare,Debit Card,Pharmacy,Shell,Gift shopping,Fixed,Thursday
543,2022-08-25,168.92,Entertainment,Credit Card,Mall,Shell,Doctor's visit,Variable,Thursday
544,2022-04-16,16.65,Healthcare,Credit Card,Restaurant,CVS,Bus fare,Fixed,Saturday
545,2023-09-05,73.3,Bills,Credit Card,Supermarket,Shell,Weekly groceries,Fixed,Tuesday
546,2024-07-11,184.35,Entertainment,Cash,Fuel Station,Amazon,Monthly subscription,Variable,Thursday
547,2022-05-24,192.35,Healthcare,Bank Transfer,Pharmacy,Shell,Dinner with friends,Fixed,Tuesday
